,paper,laptop,pens,notepad,keyboards,monitor,6,7,8,9,10,saleDate,trf_paper,log_paper
12,984.12,144.2,1948.1,1374.1,2048.4,1861.5,2363.3,1602.2,3561.5,2155.5,2322.5,2020-01-13,2189.39122889211,6.89174784083632
13,1114.8,158.41,1829.0,1404.0,2105.1,1883.4,2669.3,1664.0,3661.5,2289.2,2557.8,2020-01-14,2522.155902256567,7.016430295607793
14,983.17,156.02,2064.7,1448.4,2163.6,1756.6,2612.9,1609.3,3249.0,2107.0,2436.8,2020-01-15,2186.992923076096,6.890782045174427
15,1065.3,131.07,1982.2,1465.9,2170.8,1753.2,2590.2,1519.0,3234.9,2334.5,2396.6,2020-01-16,2395.4559965078706,6.971011728617152
16,1002.1,161.31,1933.4,1546.2,2221.9,1681.1,2282.0,1677.2,3519.7,2406.2,2447.4,2020-01-17,2234.840700787376,6.909853077064283
17,1111.9,179.29,2040.2,1501.4,2219.3,1813.7,2357.1,1544.6,3552.9,2550.2,2241.1,2020-01-18,2514.711878544646,7.0138255427092036
18,1094.3,168.03,2112.8,1408.1,2253.0,1779.0,2210.9,1521.8,3160.7,2444.5,2222.0,2020-01-19,2469.590525916851,6.997870168424397
19,1079.7,113.42,2067.5,1392.1,2330.1,1824.4,2695.6,1519.3,3201.1,2351.4,2461.5,2020-01-20,2432.2341802685182,6.984438503753095
20,1099.0,155.86,2089.8,1384.2,2240.9,1850.6,2266.0,1620.4,3279.1,2214.1,2500.2,2020-01-21,2481.630499946553,7.002155954403621
21,1074.0,161.53,2124.5,1366.6,2074.8,1805.6,2289.9,1615.7,3535.4,2190.5,2406.4,2020-01-22,2417.668217599102,6.97914527506881
22,1090.8,150.03,2195.2,1366.5,2187.7,1829.3,1849.9,1584.3,3291.0,2177.4,2377.5,2020-01-23,2460.6290992966287,6.994666650971434
23,1144.1,139.1,2216.2,1413.5,2344.2,1904.3,2143.5,1555.0,3269.8,2306.4,2513.3,2020-01-24,2597.5112145486337,7.042373580706898
24,1151.7,185.15,2201.2,1396.0,2157.5,1901.2,2406.6,1589.4,3267.3,2201.1,2361.3,2020-01-25,2617.0999687336334,7.048994390674862
25,1174.9,145.84,2140.5,1361.7,2200.9,1984.7,2524.4,1648.0,3359.5,2315.9,2412.4,2020-01-26,2677.0042991108903,7.068938316573527
26,1182.4,164.05,2186.0,1368.9,2124.7,2032.2,2597.0,1550.7,3558.1,2385.4,2361.3,2020-01-27,2696.404101131347,7.075301550193937
27,1103.2,145.22,2282.6,1417.7,2258.0,2098.8,2082.8,1552.0,3331.7,2222.7,2480.9,2020-01-28,2492.3954824763878,7.005970326479092
28,1125.3,147.79,2137.2,1405.9,2062.3,1897.1,1994.5,1621.5,3273.6,2390.8,2600.1,2020-01-29,2549.1301309213713,7.025804945755952
29,1218.2,125.55,2182.0,1314.3,2204.2,1880.3,2654.4,1595.9,3034.0,2461.6,2659.4,2020-01-30,2789.2322198751385,7.105129638402384
30,1109.6,164.19,2097.5,1412.9,2356.8,1857.8,2126.5,1571.9,3249.7,2158.9,2470.2,2020-01-31,2508.8098522263263,7.0117548690006215
31,1102.6,139.76,2205.4,1413.1,2137.5,1805.9,2121.8,1475.0,2754.5,2203.7,2546.4,2020-02-01,2490.8572901309667,7.0054263061555835
32,1142.3,167.75,2079.5,1401.0,2196.8,1949.3,1565.4,1614.0,2731.6,2270.2,2633.0,2020-02-02,2592.874329061929,7.040799052739901
33,1109.4,162.4,2137.7,1440.8,2223.0,2040.5,2310.7,1544.6,2754.4,2184.1,2508.4,2020-02-03,2508.2967101868576,7.011574607621134
34,1091.9,127.98,2279.8,1387.5,2301.3,2027.9,2664.0,1593.6,3027.6,2563.7,2658.4,2020-02-04,2463.445131891504,6.99567457702002
35,1111.5,152.29,2004.3,1360.0,2260.4,1912.8,2540.3,1616.8,2958.9,2520.5,2874.3,2020-02-05,2513.68532123593,7.013465733404251
36,1131.5,166.87,2242.6,1435.3,2371.0,1944.0,2291.2,1428.9,2722.7,2351.0,2529.0,2020-02-06,2565.0736804547423,7.031299465073592
37,1173.0,152.72,2056.8,1444.3,2460.6,1860.6,2469.9,1438.4,2834.0,2396.9,2470.0,2020-02-07,2672.0923197996794,7.067319848653476
38,1150.0,136.49,2170.6,1395.9,2128.8,1892.1,2638.7,1559.0,3049.1,2461.6,2630.4,2020-02-08,2612.7167613070956,7.047517221357296
39,1183.7,169.88,2098.4,1418.4,2021.9,1894.2,2483.7,1632.5,3613.9,2398.7,2466.0,2020-02-09,2699.7684182877642,7.076400404959848
40,1091.1,159.58,2046.8,1502.2,2092.9,1930.9,2593.2,1556.0,3591.7,2618.5,2510.8,2020-02-10,2461.397070356768,6.994941640661053
41,1248.6,144.14,2015.0,1535.6,2274.3,2075.9,2100.3,1510.3,3571.9,2608.4,2412.2,2020-02-11,2868.3471223316938,7.1297782026276435
42,1275.7,158.01,2040.4,1428.2,1973.9,2027.9,2193.9,1535.5,3446.8,2573.9,2346.7,2020-02-12,2939.0926626864443,7.151250326544244
43,1220.6,145.63,2019.9,1412.8,2326.3,1952.3,2292.5,1527.6,3254.3,2720.3,2214.4,2020-02-13,2795.4685772896473,7.107097820110394
44,1317.3,154.54,1918.9,1438.1,2261.2,1954.0,2192.5,1454.8,3393.2,2846.1,2498.3,2020-02-14,3048.0832525519645,7.183339466235782
45,1239.7,141.24,2006.4,1447.2,2350.9,2010.1,2246.2,1446.7,3218.6,2710.4,2443.9,2020-02-15,2845.1581049245965,7.122624693844101
46,1005.3,166.75,2016.9,1480.6,2330.5,2169.5,2397.6,1634.7,3359.5,2853.8,2456.5,2020-02-16,2242.941145023471,6.913041283411374
47,999.77,154.09,1814.5,1485.4,2320.8,1961.8,2636.5,1414.0,3387.3,3092.7,2500.1,2020-02-17,2228.9447507550785,6.907525252528081
48,983.19,119.5,1924.5,1476.3,2501.6,1978.2,2310.3,1376.4,3123.8,2881.5,2240.2,2020-02-18,2187.0434105169466,6.890802387329475
49,1031.1,155.07,1962.2,1420.6,2180.8,2042.0,2484.0,1502.6,3418.0,2623.6,2476.7,2020-02-19,2308.3767793475595,6.938381472523898
50,996.72,120.37,2027.6,1565.6,2296.2,2143.8,2404.5,1428.4,3575.5,2967.1,2434.7,2020-02-20,2221.229666934523,6.904469887990608
51,1056.8,275.98,2008.7,1567.9,2524.7,2022.4,2621.3,1361.2,3601.7,2733.2,2357.8,2020-02-21,2373.777929947867,6.9630007532081155
52,1053.5,260.3,2005.6,1580.1,2391.6,1941.9,2034.1,1417.5,3169.4,3242.6,2363.8,2020-02-22,2365.368041202965,6.9598732332442435
53,1117.4,286.11,1970.7,1525.2,2464.9,1958.8,2502.9,1430.1,3397.8,3123.5,2217.6,2020-02-23,2528.83206747719,7.018759837025049
54,1120.5,291.85,1931.6,1592.4,2161.1,1939.4,2461.3,1432.2,3845.7,3215.5,2448.6,2020-02-24,2536.7948389876206,7.021530293240982
55,1104.8,257.19,1955.7,1590.9,2210.2,1932.3,2548.6,1310.9,3407.5,3329.3,2451.4,2020-02-25,2496.497878219103,7.007419602095083
56,1114.9,156.06,1944.5,1560.3,2407.4,1930.0,2622.5,1446.5,3230.4,3182.8,2420.1,2020-02-26,2522.41263918448,7.016519993773526
57,1095.1,180.23,1902.2,1538.0,2560.6,1915.0,2421.0,1390.0,3369.7,3098.5,2158.3,2020-02-27,2471.63939330691,6.998600962281714
58,1175.0,128.07,1954.1,1511.3,2184.8,1804.5,3328.2,1437.7,3240.0,3466.5,2256.4,2020-02-28,2677.2628539233406,7.069023426578259
59,1111.0,157.92,1640.5,1489.0,2396.0,1793.2,2924.3,1349.1,3560.0,3343.9,2404.0,2020-02-29,2512.402194412871,7.01301578963963
60,1112.4,140.41,1839.9,1381.1,2311.2,1681.5,3137.7,1409.2,3674.7,3410.6,2187.4,2020-03-01,2515.9951449680143,7.01427512235981
61,965.09,163.66,1680.6,1457.0,2491.4,1552.4,2754.6,1321.4,3837.6,3393.6,2327.6,2020-03-02,2141.4090342769923,6.872221361238851
62,970.08,156.74,1932.6,1492.7,2409.4,1636.3,3043.3,1278.9,3707.8,3589.6,2437.9,2020-03-03,2153.9786129687595,6.877378542323421
63,1012.7,146.14,1903.2,1371.3,2381.0,1511.1,2937.7,1273.0,3625.1,3750.3,2462.4,2020-03-04,2261.686680395895,6.9203753103382395
64,1175.2,169.26,1785.9,1388.4,2353.8,1463.5,2941.8,1219.3,3877.4,3662.4,2265.9,2020-03-05,2677.779972419106,7.069193624859667
65,1060.7,126.59,1804.9,1388.3,2004.8,1595.3,3035.6,1220.5,3477.9,3588.2,2511.7,2020-03-06,2383.7214393548793,6.966684346511425
66,1149.4,148.16,1789.3,1371.0,1922.3,1594.0,3042.3,1268.5,3651.2,3683.1,2527.2,2020-03-07,2611.1699547328158,7.046995346073642
67,1299.9,162.23,1691.3,1387.6,1977.0,1610.2,3114.3,1193.9,3663.1,3674.7,2312.2,2020-03-08,3002.438709652731,7.170042617413974
68,1330.7,175.39,1746.4,1395.3,2233.9,1625.0,2553.1,1295.8,3871.8,3731.7,2214.6,2020-03-09,3083.290118657249,7.193460398549697
69,1288.7,151.78,1866.8,1359.8,2343.4,1544.2,2936.6,1229.0,3958.3,3870.3,2104.8,2020-03-10,2973.101649641092,7.161389237294346
70,1414.2,163.81,1784.5,1390.9,2044.5,1412.8,2661.2,1174.2,3946.1,4257.9,2206.7,2020-03-11,3303.7344633034145,7.25431927917014
71,1402.5,133.99,1822.9,1327.2,2116.1,1504.5,2991.6,1119.7,4102.4,3971.7,2096.9,2020-03-12,3272.737942095944,7.246011637396851
72,1308.9,171.29,1834.1,1374.0,1946.1,1352.6,2905.0,1148.2,4263.2,3907.3,2457.0,2020-03-13,3026.0377738891348,7.176942368797674
73,1414.1,147.52,1516.3,1429.4,2051.3,1365.1,2946.8,1166.6,4193.0,4025.9,2277.5,2020-03-14,3303.4693893272747,7.2542485653137305
74,1485.6,141.19,1812.3,1391.0,2054.9,1463.2,2386.4,1081.9,3921.5,3888.5,1925.7,2020-03-15,3493.631083806202,7.303574010038496
75,1427.8,150.94,1835.0,1403.0,1934.8,1425.9,2686.7,1056.1,3662.5,3834.4,2216.2,2020-03-16,3339.8079250102987,7.2638900770683605
76,1472.8,175.33,1722.8,1392.4,1821.4,1402.5,2429.2,1083.3,3752.5,3713.8,2304.7,2020-03-17,3459.495954001875,7.2949206299188685
77,1405.1,168.25,1684.4,1398.0,2002.5,1500.5,2611.2,1108.2,3363.8,3744.4,2432.8,2020-03-18,3279.6230654483265,7.247863753612294
78,1523.3,169.26,1647.3,1459.7,2019.9,1357.0,2606.5,1062.3,3288.7,3824.8,2369.9,2020-03-19,3594.3983767888744,7.328634313142655
79,1469.1,130.15,1745.6,1405.0,1882.4,1356.8,2347.9,978.21,3485.2,4236.3,2413.0,2020-03-20,3449.6361780285074,7.292405247376381
80,1663.7,159.75,1750.6,1483.2,1865.0,1385.8,2475.6,1106.9,3170.1,4115.3,2442.5,2020-03-21,3972.5677879712694,7.416799316665697
81,1588.4,160.93,1640.7,1381.6,2013.5,1523.7,2701.4,997.26,3291.7,3984.8,2469.6,2020-03-22,3769.1887389360127,7.370482499257096
82,1536.1,162.67,1535.4,1465.7,1958.0,1546.0,2543.1,1081.9,3428.8,3906.0,2298.3,2020-03-23,3628.687845861616,7.3370020157550995
83,1648.3,136.74,1664.7,1486.2,1975.8,1406.3,2660.9,1052.6,3453.4,4190.9,2207.6,2020-03-24,3930.871110247237,7.40749973273731
84,1536.1,140.38,1640.8,1460.7,2030.4,1443.3,2486.2,1075.4,3368.4,3965.6,2276.8,2020-03-25,3628.687845861616,7.3370020157550995
85,1660.6,156.74,1488.0,1392.9,2178.0,1317.8,2794.7,1178.5,3522.6,3995.3,2101.9,2020-03-26,3964.1701153798917,7.414934261827931
86,1105.9,160.57,1587.9,1468.8,1815.9,1503.7,3164.0,1147.4,3368.5,3882.0,2614.2,2020-03-27,2499.3187385232873,7.008414762081315
87,1159.2,151.2,1660.8,1650.6,2059.5,1483.5,2906.6,1111.5,3432.7,4275.7,2292.6,2020-03-28,2636.4480136846128,7.0554853910064725
88,1152.4,119.86,1575.4,1664.0,2098.8,1475.3,2979.8,1182.8,3501.8,3908.7,2411.7,2020-03-29,2618.9050716482125,7.0496020032103734
89,1231.7,127.34,1696.3,1694.9,1933.0,1445.7,2662.9,1102.5,3908.8,3778.7,2398.6,2020-03-30,2824.3331236770287,7.116150607947438
90,1481.0,143.22,1596.9,1614.4,1971.2,1451.6,3376.1,974.85,3944.7,3964.0,2462.1,2020-03-31,3481.359203876233,7.300472814267799
91,1415.1,121.56,1590.6,1610.9,1849.4,1397.2,2676.2,1050.1,3739.0,4015.7,2361.9,2020-04-01,3306.120242416956,7.254955478958325
92,1360.6,155.51,1686.5,1619.4,1833.0,1486.4,2981.4,995.09,3816.2,4130.3,2517.9,2020-04-02,3162.019988422624,7.2156810579109605
93,1436.1,134.73,1532.7,1677.3,1904.3,1479.2,3107.1,1068.1,3845.7,4453.4,2424.4,2020-04-03,3361.84607441611,7.269686385066573
94,1542.0,136.24,1573.3,1731.2,2035.6,1442.9,2741.9,1117.2,3523.3,4454.7,2507.5,2020-04-04,3644.5061001827853,7.340835554123275
95,1324.5,129.53,1609.6,1670.6,1835.4,1577.8,3057.0,1138.2,3421.0,4578.6,2339.0,2020-04-05,3066.994423207314,7.188790308712124
96,1591.8,157.85,1596.6,1650.7,1771.3,1678.2,3291.8,1068.3,3345.1,4476.8,2667.3,2020-04-06,3778.344403865475,7.372620730371749
97,1677.9,138.97,1543.9,1581.9,1909.5,1596.0,2976.2,1025.6,3368.9,4620.7,2441.9,2020-04-07,4011.061374149708,7.425298290495652
98,1568.8,177.74,1466.5,1651.4,1814.5,1661.5,3320.7,1040.9,3651.4,4852.2,2477.1,2020-04-08,3716.460518410843,7.358066274882137
99,1540.8,157.47,1623.5,1711.0,1837.5,1468.8,3218.2,924.44,3631.0,4869.9,2397.6,2020-04-09,3641.2881681857953,7.3400570410438615
100,1779.3,169.3,1563.2,1470.9,1758.1,1483.1,3378.5,983.62,3897.4,4494.6,2514.6,2020-04-10,4287.19271749533,7.48397530751279
101,1665.7,133.34,1572.2,1524.3,1676.7,1381.8,3553.9,980.89,3967.8,4518.6,2354.8,2020-04-11,3977.986757522929,7.418000734483062
102,1818.6,121.56,1602.3,1592.7,1968.2,1465.3,3477.0,913.67,3902.1,4467.9,2566.5,2020-04-12,4394.790826342725,7.505822253291813
103,1956.2,168.03,1665.9,1523.4,1777.5,1466.2,3369.4,945.69,3543.2,4564.8,2379.5,2020-04-13,4773.949931476212,7.578759094856393
104,1948.8,147.45,1404.0,1572.1,1719.2,1387.1,3226.1,912.15,3369.2,4154.0,2522.3,2020-04-14,4753.465449761378,7.574969077515578
105,1908.1,153.88,1739.0,1555.0,1899.1,1468.2,3237.0,994.77,3238.9,4471.2,2560.0,2020-04-15,4640.988524799717,7.553863261536296
106,1926.6,134.82,1508.0,1478.7,1777.4,1313.0,3378.8,942.47,3256.4,4399.9,2501.8,2020-04-16,4692.074842970089,7.563512070323523
107,2077.0,150.53,1639.3,1525.6,1726.2,1331.4,2640.5,918.8,3645.0,4386.9,2368.5,2020-04-17,5109.794141119637,7.638679823876112
108,2178.8,163.9,1494.1,1571.2,1633.4,1468.4,3265.0,944.14,3315.1,4275.6,2431.1,2020-04-18,5394.867578130196,7.6865295455095195
109,2242.4,148.91,1725.0,1555.6,1642.1,1330.5,2943.6,852.82,3683.5,4122.5,2422.2,2020-04-19,5573.88461971478,7.7153019998505785
110,2233.3,166.75,1691.2,1563.2,1841.3,1430.7,3212.2,891.25,3775.7,3936.6,2574.0,2020-04-20,5548.228239909244,7.711235591226429
111,2286.2,136.86,1460.7,1509.4,1704.7,1324.7,2577.1,934.65,3689.6,4119.3,2217.1,2020-04-21,5697.568495909754,7.734646329591678
112,2189.0,134.74,1542.4,1468.5,1663.4,1226.7,3290.9,784.16,3539.2,4399.4,2489.3,2020-04-22,5423.531125892579,7.691200097522863
113,2260.8,153.16,1542.9,1458.4,1677.2,1412.7,3189.9,861.56,3466.5,4228.5,2655.5,2020-04-23,5625.803963010683,7.723474011930263
114,2202.2,139.4,1652.1,1482.0,1700.7,1377.6,2779.9,872.66,3227.6,4359.4,2492.8,2020-04-24,5460.65176973641,7.697212139679491
115,2164.7,178.68,1536.6,1396.2,1557.9,1395.2,3090.3,892.56,3456.8,4414.9,2472.8,2020-04-25,5355.274137166766,7.68003706270581
116,2278.4,122.77,1405.8,1377.6,1712.7,1369.4,2549.5,810.63,3372.3,4185.1,2727.0,2020-04-26,5675.519112592516,7.731228721217657
117,2182.9,146.82,1448.4,1427.5,1411.6,1353.9,2687.3,784.25,3246.6,3821.7,2277.6,2020-04-27,5406.387037667429,7.688409546980317
118,2204.2,147.54,1482.8,1438.8,1511.6,1213.8,2922.2,842.8,3296.9,4165.5,2332.1,2020-04-28,5466.278722960343,7.698119910257441
119,2260.8,171.9,1423.9,1478.0,1620.0,1294.9,2531.5,804.69,2915.1,3984.5,2169.1,2020-04-29,5625.803963010683,7.723474011930263
120,2378.6,154.83,1610.0,1421.0,1437.7,1507.2,3074.5,853.55,3178.0,4087.5,2258.0,2020-04-30,5959.530190599405,7.7742673582931445
121,2309.2,131.41,1598.5,1421.0,1430.3,1565.7,2593.4,758.02,3210.8,3905.8,2449.3,2020-05-01,5762.644663240082,7.744656423186778
122,2302.6,178.22,1465.0,1455.6,1578.7,1399.1,3029.4,806.28,3228.6,4152.6,2261.8,2020-05-02,5743.961682441331,7.741794198239564
123,2204.4,151.89,1498.5,1441.2,1518.8,1455.7,2781.5,792.19,3467.7,4174.4,2407.0,2020-05-03,5466.841456029713,7.69821064200908
124,2216.4,152.22,1570.8,1462.0,1458.9,1522.8,2974.8,843.31,3660.5,4054.6,2291.3,2020-05-04,5500.617976347963,7.703639536993195
125,2213.9,145.63,1539.3,1466.2,1349.3,1541.2,2864.8,903.76,3215.6,3414.2,2208.7,2020-05-05,5493.579170155891,7.70251094513018
126,2330.1,132.61,1591.7,1391.6,1394.4,1607.2,3309.9,865.0,2883.0,3445.0,2305.2,2020-05-06,5821.854700634938,7.753666464093711
127,2435.8,181.85,1448.2,1420.2,1212.6,1542.5,3272.3,892.94,2965.6,3493.8,2288.6,2020-05-07,6122.387109454013,7.7980305236530105
128,2067.9,156.54,1441.2,1379.3,1250.2,1537.6,3509.0,882.05,2907.0,3725.9,2363.2,2020-05-08,5084.401131618062,7.634288878559716
129,2371.3,284.52,1461.4,1393.5,1351.7,1548.3,3314.3,843.79,2947.5,3703.2,2360.0,2020-05-09,5938.783585082621,7.771193606952064
130,2266.0,253.25,1551.6,1431.5,1406.2,1500.0,3287.5,843.74,3063.8,3506.9,1996.9,2020-05-10,5640.48713532444,7.725771441587952
131,2168.5,127.35,1458.5,1468.4,1360.5,1453.1,3593.3,856.94,3312.6,3627.3,2411.5,2020-05-11,5365.941308085868,7.681790963275421
132,2057.7,150.71,1451.7,1409.4,1242.4,1629.0,2885.5,869.58,3433.2,3208.8,2330.9,2020-05-12,5055.9564837716725,7.629344133173385
133,2149.8,154.23,1492.5,1455.3,1180.7,1653.3,3539.3,841.85,3444.3,3651.2,2455.8,2020-05-13,5313.471909247967,7.673130093538963
134,2182.8,254.45,1450.0,1364.1,1168.8,1641.8,3422.0,834.61,3518.5,3257.4,2543.0,2020-05-14,5406.106040623545,7.688363735312077
135,2202.8,271.04,1542.4,1434.7,1241.1,1599.1,3671.7,899.1,3540.9,3248.3,2584.2,2020-05-15,5462.339783626097,7.697484557388327
136,2022.9,276.13,1542.0,1477.8,1142.4,1661.5,3506.5,852.44,3480.2,3127.8,2627.1,2020-05-16,4959.053086502992,7.612287404408646
137,2117.2,266.32,1544.5,1409.7,1234.7,1558.5,3863.4,922.65,3335.7,3555.2,2547.4,2020-05-17,5222.148043312738,7.657849739983832
138,2349.9,136.6,1543.7,1406.0,1169.0,1680.4,3630.3,938.71,3513.2,3547.8,2553.7,2020-05-18,5878.014302526287,7.762128053041303
139,2325.7,170.9,1553.1,1413.6,1171.2,1611.3,3831.9,931.24,3306.5,3724.3,2350.3,2020-05-19,5809.383476462328,7.75177634797621
140,2256.3,132.43,1346.1,1467.4,1051.7,1707.6,3523.2,957.23,3146.3,3673.9,2289.1,2020-05-20,5613.101033778941,7.721481582500467
141,2231.3,136.41,1537.5,1456.4,1016.8,1614.2,3924.7,892.57,2638.7,3369.2,2363.8,2020-05-21,5542.591355955839,7.710339654240458
142,2270.4,139.98,1397.8,1482.2,1051.8,1587.9,3821.9,962.16,3164.7,3681.7,2258.1,2020-05-22,5652.91489558296,7.727711306405778
143,2410.4,125.91,1539.0,1578.2,1019.1,1530.4,3358.2,958.02,2867.7,3741.6,2301.8,2020-05-23,6050.005359860221,7.787547987816091
144,2522.2,165.52,1432.8,1487.5,1100.6,1472.4,3616.1,947.38,3203.7,3808.4,2172.2,2020-05-24,6369.353495712748,7.832886815521774
145,2460.4,151.73,1423.0,1558.1,1084.9,1369.7,3781.1,962.54,3230.8,3718.1,2404.2,2020-05-25,6192.585884219362,7.808079217334213
146,2287.0,136.81,1259.1,1544.4,1112.2,1462.6,3366.2,924.83,3058.0,3575.8,2265.9,2020-05-26,5699.830543348466,7.734996194022781
147,2342.9,158.0,1481.8,1385.3,1002.2,1395.7,3194.2,953.07,3303.6,3551.1,1992.9,2020-05-27,5858.152603155066,7.759144757272594
148,2491.0,152.23,1407.7,1438.0,1040.1,1364.4,2878.7,930.91,3319.0,3738.4,2192.7,2020-05-28,6280.037940511369,7.820439515262181
149,2512.0,136.27,1508.9,1392.7,993.09,1386.4,3157.9,848.98,3041.5,3444.4,2087.1,2020-05-29,6340.137752977276,7.828834527588089
150,2290.3,146.7,1563.5,1388.9,906.05,1149.5,3297.0,855.4,3364.9,3289.6,2396.6,2020-05-30,5709.162612667207,7.736438092334775
151,2359.1,144.93,1477.9,1441.2,901.15,1171.4,2999.4,898.0,3484.5,3429.3,2136.4,2020-05-31,5904.130340944245,7.766035469352786
152,2459.5,155.31,1497.9,1431.0,1039.2,1244.1,2995.9,938.23,3582.1,3639.5,1926.3,2020-06-01,6190.015968026579,7.807713356235395
153,2551.6,153.63,1539.2,1464.2,1074.5,1340.0,3125.9,985.43,3755.3,3633.8,2165.2,2020-06-02,6453.65224375408,7.8444758923678
154,2393.1,142.51,1480.0,1501.6,1046.3,1317.5,3000.7,902.99,3463.6,4122.6,2220.4,2020-06-03,6000.764561443631,7.780344875585193
155,2340.5,169.54,1439.2,1486.6,1021.2,1271.9,3768.3,869.18,3774.8,3676.5,2181.9,2020-06-04,5851.344711993464,7.758119860740125
156,2587.8,160.25,1460.0,1400.0,1067.3,1248.9,3647.0,927.72,3591.1,3769.1,2212.9,2020-06-05,6557.627967564722,7.858563372881853
157,2513.2,172.25,1494.0,1405.8,958.28,1276.3,3366.6,986.68,3560.1,3579.9,2361.0,2020-06-06,6343.574073062056,7.829312120528792
158,2402.8,144.87,1564.9,1522.9,999.32,1304.8,3510.9,942.5,3552.9,3509.2,2182.2,2020-06-07,6028.36769466275,7.784390002976006
159,2479.0,124.51,1318.3,1404.1,892.18,1300.1,3327.2,973.59,3710.8,3379.3,2141.3,2020-06-08,6245.72571079783,7.8156105320351905
160,2467.2,158.82,1525.6,1374.1,872.55,1244.9,3675.4,990.66,3529.1,3153.8,2278.5,2020-06-09,6212.007109058774,7.81083918336901
161,2321.1,161.13,1456.2,1387.4,962.96,1240.5,3377.3,986.18,3439.5,3526.8,2247.5,2020-06-10,5796.348768209415,7.749796490223519
162,2325.6,128.0,1479.7,1373.9,856.83,1239.4,2975.2,975.31,3488.3,3349.0,2102.7,2020-06-11,5809.100076373802,7.751733349244666
163,2118.5,138.52,1569.8,1349.9,878.68,1274.0,2673.2,1017.3,3389.1,3481.2,2319.7,2020-06-12,5225.786195431391,7.658463570066614
164,2126.3,158.82,1560.7,1426.4,909.76,1282.4,2876.4,1080.9,3135.1,3441.2,2353.9,2020-06-13,5247.621403019768,7.662138659012656
165,2136.0,225.5,1526.3,1414.4,914.38,1266.2,2724.4,1083.0,3431.8,3502.9,2385.8,2020-06-14,5274.790459162009,7.666690200080086
166,2093.9,265.98,1490.8,1455.7,921.72,1185.5,2460.0,1118.5,3390.3,3457.9,2213.4,2020-06-15,5156.9922210407185,7.646783634798271
167,2370.9,256.99,1555.8,1452.9,830.84,1159.3,2755.0,1136.7,3428.0,3371.9,2382.6,2020-06-16,5937.647032546872,7.771024908879039
168,2334.7,238.75,1528.3,1514.0,843.06,1291.2,2623.5,1112.3,3398.7,3065.4,2351.8,2020-06-17,5834.896182670027,7.755638682191392
169,2219.5,247.07,1504.3,1470.6,906.34,1207.8,2575.5,1152.6,3250.8,3286.3,2515.8,2020-06-18,5509.347577752198,7.70503722427409
170,2477.5,244.75,1526.5,1440.8,854.97,1264.7,2839.6,1170.5,3163.3,2884.4,2063.4,2020-06-19,6241.438249027842,7.815005266204143
171,2174.0,260.0,1585.8,1385.5,935.25,1233.3,2788.6,1177.6,3202.1,3280.2,2143.6,2020-06-20,5381.385082913346,7.684324067681155
172,1934.5,235.06,1484.3,1310.1,905.93,1288.3,2988.2,1283.5,3186.7,3314.2,2148.3,2020-06-21,4713.910212043893,7.567604174140568
173,1996.3,245.87,1490.6,1331.3,950.48,1160.1,2837.4,1199.8,2893.9,3218.5,2221.4,2020-06-22,4885.133961195783,7.599050746178608
174,2103.3,249.14,1605.1,1382.2,995.83,995.92,2947.8,1187.2,2842.1,3074.0,2200.4,2020-06-23,5183.266597702453,7.651262818881031
175,2072.4,262.98,1540.3,1378.8,1049.9,1163.8,2670.4,1230.3,2997.8,3352.5,2119.1,2020-06-24,5096.956241628078,7.636462634940633
